flight,camera_view,dt,detection_id,detection_type,detection_score,rgb_image_name,rgb_left,rgb_right,rgb_top,rgb_bottom,ir_image_name,ir_left,ir_right,ir_top,ir_bottom,rgb_image_path,ir_image_path
fl04,C,20190510_002156.412563,test_kamera_fl04_C_10437,ringed_seal,0.920962,test_kotz_2019_fl04_C_20190510_002156.412563_rgb.jpg,5722,5762,2984,2908,test_kotz_2019_fl04_C_20190510_002156.412563_ir.tif,561.4780000000002,565.29,312.148,304.949,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002156.412563_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002156.412563_ir.tif
fl04,C,20190510_002157.162546,test_kamera_fl04_C_10473,ringed_seal,0.8294239999999999,test_kotz_2019_fl04_C_20190510_002157.162546_rgb.jpg,6504,6577,616,573,test_kotz_2019_fl04_C_20190510_002157.162546_ir.tif,636.512,643.414,88.7105,84.6165,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002157.162546_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002157.162546_ir.tif
fl04,C,20190510_002157.162546,test_kamera_fl04_C_10476,ringed_seal,0.990906,test_kotz_2019_fl04_C_20190510_002157.162546_rgb.jpg,6487,6561,2827,2787,test_kotz_2019_fl04_C_20190510_002157.162546_ir.tif,633.63,640.624,297.645,293.834,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002157.162546_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002157.162546_ir.tif
fl04,C,20190510_002158.662550,test_kamera_fl04_C_10513,ringed_seal,0.976748,test_kotz_2019_fl04_C_20190510_002158.662550_rgb.jpg,810,857,3885,3819,test_kotz_2019_fl04_C_20190510_002158.662550_ir.tif,98.2538,102.719,395.2480000000001,388.991,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002158.662550_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002158.662550_ir.tif
fl04,C,20190510_002158.662550,test_kamera_fl04_C_74011,ringed_pup,1.0,test_kotz_2019_fl04_C_20190510_002158.662550_rgb.jpg,765,805,3836,3796,test_kotz_2019_fl04_C_20190510_002158.662550_ir.tif,94.0432,97.8343,390.596,386.799,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002158.662550_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002158.662550_ir.tif
fl04,C,20190510_002212.162496,test_kamera_fl04_C_11254,unknown_seal,1.0,test_kotz_2019_fl04_C_20190510_002212.162496_rgb.jpg,858,904,3437,3365,test_kotz_2019_fl04_C_20190510_002212.162496_ir.tif,103.035,107.41,352.931,346.108,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002212.162496_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002212.162496_ir.tif
fl04,C,20190510_002230.912408,test_kamera_fl04_C_11536,bearded_seal,0.8807280000000001,test_kotz_2019_fl04_C_20190510_002230.912408_rgb.jpg,4846,4939,3668,3579,test_kotz_2019_fl04_C_20190510_002230.912408_ir.tif,478.564,487.376,376.443,367.994,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.912408_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.912408_ir.tif
fl04,C,20190510_002230.912408,test_kamera_fl04_C_11542,bearded_seal,1.0,test_kotz_2019_fl04_C_20190510_002230.912408_rgb.jpg,5949,6081,4225,4160,test_kotz_2019_fl04_C_20190510_002230.912408_ir.tif,582.1419999999998,594.614,429.556,423.359,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.912408_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.912408_ir.tif
fl04,C,20190510_002230.912408,test_kamera_fl04_C_11543,bearded_seal,0.952606,test_kotz_2019_fl04_C_20190510_002230.912408_rgb.jpg,6411,6510,4207,4107,test_kotz_2019_fl04_C_20190510_002230.912408_ir.tif,625.672,635.056,428.034,418.543,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.912408_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.912408_ir.tif
fl04,C,20190510_002230.912408,test_kamera_fl04_C_75001,bearded_seal,1.0,test_kotz_2019_fl04_C_20190510_002230.912408_rgb.jpg,4927,5067,3779,3714,test_kotz_2019_fl04_C_20190510_002230.912408_ir.tif,486.13,499.355,386.986,380.785,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.912408_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.912408_ir.tif
fl04,C,20190510_002245.912359,test_kamera_fl04_C_12670,ringed_seal,0.992923,test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,3647,3696,2741,2674,test_kotz_2019_fl04_C_20190510_002245.912359_ir.tif,366.157,370.812,288.323,281.971,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_ir.tif
fl04,C,20190510_002245.912359,test_kamera_fl04_C_12671,ringed_seal,0.978116,test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,3635,3729,2868,2819,test_kotz_2019_fl04_C_20190510_002245.912359_ir.tif,364.953,373.836,300.338,295.6690000000001,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_ir.tif
fl04,C,20190510_002245.912359,test_kamera_fl04_C_12672,ringed_seal,0.85319,test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,3796,3864,2917,2870,test_kotz_2019_fl04_C_20190510_002245.912359_ir.tif,380.091,386.523,305.025,300.555,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_ir.tif
fl04,C,20190510_002245.912359,test_kamera_fl04_C_12673,ringed_seal,0.8491350000000001,test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,3817,3857,2824,2765,test_kotz_2019_fl04_C_20190510_002245.912359_ir.tif,382.1230000000001,385.925,296.2340000000001,290.642,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_ir.tif
fl04,C,20190510_002245.912359,test_kamera_fl04_C_12675,ringed_seal,0.990737,test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,3728,3784,3077,3008,test_kotz_2019_fl04_C_20190510_002245.912359_ir.tif,373.592,378.908,320.112,313.568,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_ir.tif
fl04,C,20190510_002312.162269,test_kamera_fl04_C_14098,ringed_seal,0.995745,test_kotz_2019_fl04_C_20190510_002312.162269_rgb.jpg,752,812,1493,1445,test_kotz_2019_fl04_C_20190510_002312.162269_ir.tif,94.1757,99.8554,169.18400000000003,164.623,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002312.162269_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002312.162269_ir.tif
fl04,C,20190510_002312.162269,test_kamera_fl04_C_14109,ringed_seal,0.999102,test_kotz_2019_fl04_C_20190510_002312.162269_rgb.jpg,2961,3030,529,493,test_kotz_2019_fl04_C_20190510_002312.162269_ir.tif,302.818,309.339,79.0101,75.5793,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002312.162269_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002312.162269_ir.tif
fl04,C,20190510_002312.162269,test_kamera_fl04_C_14110,ringed_seal,0.995204,test_kotz_2019_fl04_C_20190510_002312.162269_rgb.jpg,2776,2853,463,402,test_kotz_2019_fl04_C_20190510_002312.162269_ir.tif,285.43,292.718,72.6992,66.9026,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002312.162269_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002312.162269_ir.tif
fl04,C,20190510_002312.162269,test_kamera_fl04_C_14111,ringed_seal,0.859075,test_kotz_2019_fl04_C_20190510_002312.162269_rgb.jpg,2845,2931,612,567,test_kotz_2019_fl04_C_20190510_002312.162269_ir.tif,291.843,299.97,86.8123,82.5239,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002312.162269_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002312.162269_ir.tif
fl04,C,20190510_002312.162269,test_kamera_fl04_C_14112,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_002312.162269_rgb.jpg,2883,2951,551,513,test_kotz_2019_fl04_C_20190510_002312.162269_ir.tif,295.458,301.885,81.0561,77.4368,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002312.162269_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002312.162269_ir.tif
fl04,C,20190510_002312.162269,test_kamera_fl04_C_14113,ringed_seal,0.987902,test_kotz_2019_fl04_C_20190510_002312.162269_rgb.jpg,3152,3226,592,531,test_kotz_2019_fl04_C_20190510_002312.162269_ir.tif,320.773,327.779,85.0453,79.2499,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002312.162269_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002312.162269_ir.tif
fl04,C,20190510_002318.162217,test_kamera_fl04_C_14371,ringed_seal,0.999934,test_kotz_2019_fl04_C_20190510_002318.162217_rgb.jpg,5095,5158,250,193,test_kotz_2019_fl04_C_20190510_002318.162217_ir.tif,503.999,509.966,53.5316,48.1188,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002318.162217_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002318.162217_ir.tif
fl04,C,20190510_002318.162217,test_kamera_fl04_C_14372,ringed_seal,0.995176,test_kotz_2019_fl04_C_20190510_002318.162217_rgb.jpg,5053,5130,149,104,test_kotz_2019_fl04_C_20190510_002318.162217_ir.tif,500.101,507.38,43.9754,39.6908,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002318.162217_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002318.162217_ir.tif
fl04,C,20190510_002318.162217,test_kamera_fl04_C_14378,ringed_seal,0.8298270000000001,test_kotz_2019_fl04_C_20190510_002318.162217_rgb.jpg,5645,5690,28,0,test_kotz_2019_fl04_C_20190510_002318.162217_ir.tif,555.937,560.192,32.7743,30.1095,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002318.162217_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002318.162217_ir.tif
fl04,C,20190510_002344.412283,test_kamera_fl04_C_15097,ringed_seal,0.990147,test_kotz_2019_fl04_C_20190510_002344.412283_rgb.jpg,3879,3964,1758,1718,test_kotz_2019_fl04_C_20190510_002344.412283_ir.tif,388.58,396.61,195.541,191.725,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002344.412283_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002344.412283_ir.tif
fl04,C,20190510_002439.911874,test_kamera_fl04_C_16697,ringed_seal,0.988289,test_kotz_2019_fl04_C_20190510_002439.911874_rgb.jpg,2430,2519,2373,2340,test_kotz_2019_fl04_C_20190510_002439.911874_ir.tif,251.731,260.134,253.056,249.901,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002439.911874_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002439.911874_ir.tif
fl04,C,20190510_002439.911874,test_kamera_fl04_C_16698,ringed_seal,0.967524,test_kotz_2019_fl04_C_20190510_002439.911874_rgb.jpg,2462,2517,2342,2309,test_kotz_2019_fl04_C_20190510_002439.911874_ir.tif,254.763,259.963,250.126,246.984,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002439.911874_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002439.911874_ir.tif
fl04,C,20190510_002439.911874,test_kamera_fl04_C_16707,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_002439.911874_rgb.jpg,4244,4277,536,469,test_kotz_2019_fl04_C_20190510_002439.911874_ir.tif,423.67,426.818,80.1915,73.8462,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002439.911874_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002439.911874_ir.tif
fl04,C,20190510_002439.911874,test_kamera_fl04_C_16708,ringed_pup,1.0,test_kotz_2019_fl04_C_20190510_002439.911874_rgb.jpg,4319,4354,722,673,test_kotz_2019_fl04_C_20190510_002439.911874_ir.tif,430.628,433.953,97.8007,93.1556,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002439.911874_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002439.911874_ir.tif
fl04,C,20190510_002457.911799,test_kamera_fl04_C_17085,unknown_seal,1.0,test_kotz_2019_fl04_C_20190510_002457.911799_rgb.jpg,5751,5843,3719,3681,test_kotz_2019_fl04_C_20190510_002457.911799_ir.tif,563.784,572.472,381.64,378.011,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002457.911799_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002457.911799_ir.tif
fl04,C,20190510_002511.411750,test_kamera_fl04_C_17158,ringed_seal,0.994008,test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,2068,2102,3841,3792,test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif,216.781,220.012,391.609,386.964,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif
fl04,C,20190510_002511.411750,test_kamera_fl04_C_17159,ringed_seal,0.990947,test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,2101,2142,3769,3710,test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif,219.931,223.827,384.822,379.229,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif
fl04,C,20190510_002511.411750,test_kamera_fl04_C_17167,ringed_seal,0.964648,test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,2879,2925,1830,1804,test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif,294.34,298.688,201.912,199.435,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif
fl04,C,20190510_002511.411750,test_kamera_fl04_C_17172,ringed_seal,0.785992,test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,3489,3527,749,717,test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif,352.427,356.025,100.007,96.9675,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif
fl04,C,20190510_002511.411750,test_kamera_fl04_C_17178,ringed_seal,0.999499,test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,4280,4320,415,363,test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif,427.132,430.93,68.7748,63.8441,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif
fl04,C,20190510_002511.411750,test_kamera_fl04_C_17179,ringed_seal,0.998225,test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,4308,4338,573,516,test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif,429.67800000000005,432.537,83.7134,78.3144,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif
fl04,C,20190510_002511.411750,test_kamera_fl04_C_75018,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,2142,2166,3874,3838,test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif,223.732,226.014,394.754,391.342,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif
fl04,C,20190510_002511.411750,test_kamera_fl04_C_75019,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,3660,3692,606,559,test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif,368.61800000000005,371.66,86.5626,82.1077,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002511.411750_ir.tif
fl04,C,20190510_002512.161749,test_kamera_fl04_C_17181,ringed_seal,0.977644,test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,1598,1620,2155,2105,test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif,173.484,175.585,232.08,227.346,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif
fl04,C,20190510_002512.161749,test_kamera_fl04_C_17182,ringed_seal,0.937774,test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,1558,1583,2129,2093,test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif,169.731,172.107,229.608,226.195,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif
fl04,C,20190510_002512.161749,test_kamera_fl04_C_17183,ringed_seal,0.994095,test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,2877,2908,3621,3573,test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif,293.115,296.063,371.155,366.606,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif
fl04,C,20190510_002512.161749,test_kamera_fl04_C_17184,ringed_seal,0.981275,test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,4568,4602,4290,4244,test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif,452.016,455.246,435.082,430.721,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif
fl04,C,20190510_002512.161749,test_kamera_fl04_C_17185,ringed_seal,0.943678,test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,5398,5426,1491,1434,test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif,531.822,534.493,170.919,165.52,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif
fl04,C,20190510_002512.161749,test_kamera_fl04_C_17186,ringed_seal,0.997177,test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,5466,5514,1455,1414,test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif,538.249,542.794,167.553,163.659,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif
fl04,C,20190510_002512.161749,test_kamera_fl04_C_17187,ringed_seal,0.99373,test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,5746,5778,1381,1315,test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif,564.6669999999998,567.72,160.67,154.42,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif
fl04,C,20190510_002512.161749,test_kamera_fl04_C_17188,ringed_seal,0.979174,test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,5624,5662,1478,1420,test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif,553.119,556.732,169.78900000000004,164.292,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif
fl04,C,20190510_002512.161749,test_kamera_fl04_C_17190,ringed_seal,0.734275,test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,5685,5731,1565,1514,test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif,558.814,563.177,178.03900000000004,173.2,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002512.161749_ir.tif
fl04,C,20190510_002518.911723,test_kamera_fl04_C_17416,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_002518.911723_rgb.jpg,3159,3200,115,74,test_kotz_2019_fl04_C_20190510_002518.911723_ir.tif,321.709,325.595,39.9577,36.0661,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002518.911723_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002518.911723_ir.tif
fl04,C,20190510_002521.161712,test_kamera_fl04_C_17625,ringed_seal,0.982168,test_kotz_2019_fl04_C_20190510_002521.161712_rgb.jpg,1954,1984,1690,1642,test_kotz_2019_fl04_C_20190510_002521.161712_ir.tif,207.288,210.142,188.289,183.741,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002521.161712_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002521.161712_ir.tif
fl04,C,20190510_002521.161712,test_kamera_fl04_C_17695,ringed_seal,0.999098,test_kotz_2019_fl04_C_20190510_002521.161712_rgb.jpg,5624,5649,311,253,test_kotz_2019_fl04_C_20190510_002521.161712_ir.tif,553.794,556.183,59.5009,54.0094,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002521.161712_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002521.161712_ir.tif
fl04,C,20190510_002521.161712,test_kamera_fl04_C_76000,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_002521.161712_rgb.jpg,5593,5622,286,244,test_kotz_2019_fl04_C_20190510_002521.161712_ir.tif,550.889,553.645,57.1271,53.146,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002521.161712_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002521.161712_ir.tif
fl04,C,20190510_002528.661871,test_kamera_fl04_C_18410,unknown_seal,1.0,test_kotz_2019_fl04_C_20190510_002528.661871_rgb.jpg,6030,6054,3336,3299,test_kotz_2019_fl04_C_20190510_002528.661871_ir.tif,590.2869999999998,592.569,345.534,342.028,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002528.661871_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002528.661871_ir.tif
